Provider,Name,Set,Finish,Code,Reason
tcgplayer,5 Copper // Quicken,Round the Table: TCCxLSS,normal,,no-counterpart
tcgplayer,Dusk Till Dawn Booster Box,Dusk till Dawn,normal,,no-price
tcgplayer,Dusk Till Dawn Booster Box Case,Dusk till Dawn,normal,,no-price
tcgplayer,Dusk Till Dawn Booster Pack,Dusk till Dawn,normal,,no-price
tcgplayer,Empyrean Rapture,Dusk till Dawn,foil,DTD004,no-counterpart
tcgplayer,"Figment of Triumph // Victoria, Archangel of Triumph",Dusk till Dawn,foil,,no-counterpart
tcgplayer,Angelic Descent (Yellow),Dusk till Dawn,foil,DTD033,no-counterpart
tcgplayer,Celestial Resolve (Yellow),Dusk till Dawn,foil,DTD042,no-counterpart
tcgplayer,Prayer of Bellona,Dusk till Dawn,foil,DTD053,no-counterpart
tcgplayer,V for Valor (Red),Dusk till Dawn,foil,DTD060,no-counterpart
tcgplayer,V for Valor (Yellow),Dusk till Dawn,foil,DTD061,no-counterpart
tcgplayer,V for Valor (Blue),Dusk till Dawn,foil,DTD062,no-counterpart
tcgplayer,Light the Way (Red),Dusk till Dawn,foil,DTD066,no-counterpart
tcgplayer,Light the Way (Yellow),Dusk till Dawn,foil,DTD067,no-counterpart
tcgplayer,Light the Way (Blue),Dusk till Dawn,foil,DTD068,no-counterpart
tcgplayer,Resounding Courage (Red),Dusk till Dawn,foil,DTD069,no-counterpart
tcgplayer,Resounding Courage (Yellow),Dusk till Dawn,foil,DTD070,no-counterpart
tcgplayer,Resounding Courage (Blue),Dusk till Dawn,foil,DTD071,no-counterpart
tcgplayer,Charge of the Light Brigade (Red),Dusk till Dawn,foil,DTD072,no-counterpart
tcgplayer,Charge of the Light Brigade (Yellow),Dusk till Dawn,foil,DTD073,no-counterpart
tcgplayer,Charge of the Light Brigade (Blue),Dusk till Dawn,foil,DTD074,no-counterpart
tcgplayer,Anthem of Spring,Dusk till Dawn,foil,DTD196,no-counterpart
tcgplayer,Northern Winds,Dusk till Dawn,foil,DTD197,no-counterpart
tcgplayer,Call Down the Lightning,Dusk till Dawn,foil,DTD198,no-counterpart
tcgplayer,Rugged Roller,Dusk till Dawn,foil,DTD199,no-counterpart
tcgplayer,Scowling Flesh Bag,Dusk till Dawn,foil,DTD200,no-counterpart
tcgplayer,Numbskull,Dusk till Dawn,foil,DTD201,no-counterpart
tcgplayer,Dig Up Dinner,Dusk till Dawn,foil,DTD202,no-counterpart
tcgplayer,Star Struck,Dusk till Dawn,foil,DTD203,no-counterpart
tcgplayer,Decimator Great Axe,Dusk till Dawn,foil,DTD205,no-counterpart
tcgplayer,Bastion of Unity,Dusk till Dawn,foil,DTD206,no-counterpart
tcgplayer,Ironsong Versus,Dusk till Dawn,foil,DTD207,no-counterpart
tcgplayer,Chorus of Ironsong,Dusk till Dawn,foil,DTD208,no-counterpart
tcgplayer,"Figment of Erudition // Suraya, Archangel of Erudition (Marvel)",Dusk till Dawn,foil,,no-counterpart
tcgplayer,Morlock Hill,Dusk till Dawn,foil,DTD209,no-counterpart
tcgplayer,"Figment of Judgment // Themis, Archangel of Judgment (Marvel)",Dusk till Dawn,foil,,no-counterpart
tcgplayer,"Figment of Protection // Aegis, Archangel of Protection (Marvel)",Dusk till Dawn,foil,,no-counterpart
tcgplayer,"Figment of Ravages // Sekem, Archangel of Ravages (Marvel)",Dusk till Dawn,foil,,no-counterpart
tcgplayer,"Figment of Rebirth // Avalon, Archangel of Rebirth (Marvel)",Dusk till Dawn,foil,,no-counterpart
tcgplayer,"Figment of Tenacity // Metis, Archangel of Tenacity (Marvel)",Dusk till Dawn,foil,,no-counterpart
tcgplayer,"Figment of Triumph // Victoria, Archangel of Triumph (Marvel)",Dusk till Dawn,foil,,no-counterpart
tcgplayer,Scepter of Pain,Dusk till Dawn,foil,DTD210,no-counterpart
tcgplayer,"Figment of War // Bellona, Archangel of War (Marvel)",Dusk till Dawn,foil,,no-counterpart
tcgplayer,Dyadic Carapace,Dusk till Dawn,foil,DTD211,no-counterpart
tcgplayer,Runic Reckoning,Dusk till Dawn,foil,DTD213,no-counterpart
tcgplayer,Bequest the Vast Beyond,Dusk till Dawn,foil,DTD212,no-counterpart
tcgplayer,Alluring Inducement,Dusk till Dawn,foil,DTD215,no-counterpart
tcgplayer,Reality Refractor,Dusk till Dawn,foil,DTD216,no-counterpart
tcgplayer,Diadem of Dreamstate,Dusk till Dawn,foil,DTD217,no-counterpart
tcgplayer,Flicker Trick,Dusk till Dawn,foil,DTD218,no-counterpart
tcgplayer,Lost in Thought,Dusk till Dawn,foil,DTD219,no-counterpart
tcgplayer,Angelic Descent (Red),Dusk till Dawn,foil,DTD032,no-counterpart
tcgplayer,Angelic Descent (Blue),Dusk till Dawn,foil,DTD034,no-counterpart
tcgplayer,Angelic Wrath (Red),Dusk till Dawn,foil,DTD035,no-counterpart
tcgplayer,Angelic Wrath (Yellow),Dusk till Dawn,foil,DTD036,no-counterpart
tcgplayer,Censor,Dusk till Dawn,foil,DTD226,no-counterpart
tcgplayer,Angelic Wrath (Blue),Dusk till Dawn,foil,DTD037,no-counterpart
tcgplayer,Shroud of Darkness,Dusk till Dawn,foil,DTD165,no-counterpart
tcgplayer,Hold the Line,Dusk till Dawn,foil,DTD228,no-counterpart
tcgplayer,Warmonger's Diplomacy,Dusk till Dawn,foil,DTD230,no-counterpart
tcgplayer,Celestial Reprimand (Red),Dusk till Dawn,foil,DTD038,no-counterpart
tcgplayer,Poison the Well,Dusk till Dawn,foil,DTD231,no-counterpart
tcgplayer,Celestial Reprimand (Yellow),Dusk till Dawn,foil,DTD039,no-counterpart
tcgplayer,Celestial Reprimand (Blue),Dusk till Dawn,foil,DTD040,no-counterpart
tcgplayer,Celestial Resolve (Red),Dusk till Dawn,foil,DTD041,no-counterpart
tcgplayer,Celestial Resolve (Blue),Dusk till Dawn,foil,DTD043,no-counterpart
tcgplayer,Cloak of Darkness,Dusk till Dawn,foil,DTD166,no-counterpart
tcgplayer,Grasp of Darkness,Dusk till Dawn,foil,DTD167,no-counterpart
tcgplayer,Dance of Darkness,Dusk till Dawn,foil,DTD168,no-counterpart
tcgplayer,Soulbond Resolve,Dusk till Dawn,foil,DTD047,no-counterpart
tcgplayer,Dabble in Darkness,Dusk till Dawn,foil,DTD169,no-counterpart
tcgplayer,Banneret of Courage,Dusk till Dawn,foil,DTD048,no-counterpart
tcgplayer,Banneret of Gallantry,Dusk till Dawn,foil,DTD049,no-counterpart
tcgplayer,Banneret of Protection,Dusk till Dawn,foil,DTD050,no-counterpart
tcgplayer,Beckoning Light,Dusk till Dawn,foil,DTD051,no-counterpart
tcgplayer,Chains of Mephetis,Dusk till Dawn,foil,DTD170,no-counterpart
tcgplayer,Grimoire of the Haunt,Dusk till Dawn,foil,DTD136,no-counterpart
tcgplayer,Spirit of War,Dusk till Dawn,foil,DTD052,no-counterpart
tcgplayer,Widespread Annihilation,Dusk till Dawn,foil,DTD137,no-counterpart
tcgplayer,Banneret of Resilience,Dusk till Dawn,foil,DTD054,no-counterpart
tcgplayer,Widespread Destruction,Dusk till Dawn,foil,DTD138,no-counterpart
tcgplayer,Banneret of Salvation,Dusk till Dawn,foil,DTD055,no-counterpart
tcgplayer,Banneret of Vigor,Dusk till Dawn,foil,DTD056,no-counterpart
tcgplayer,Widespread Annihilation (Extended Art),Dusk till Dawn,foil,,no-counterpart
tcgplayer,Dimenxxional Vortex,Dusk till Dawn,foil,DTD171,no-counterpart
tcgplayer,Widespread Destruction (Extended Art),Dusk till Dawn,foil,,no-counterpart
tcgplayer,Beaming Bravado (Red),Dusk till Dawn,foil,DTD057,no-counterpart
tcgplayer,Beaming Bravado (Yellow),Dusk till Dawn,foil,DTD058,no-counterpart
tcgplayer,Widespread Ruin,Dusk till Dawn,foil,DTD139,no-counterpart
tcgplayer,Widespread Ruin (Extended Art),Dusk till Dawn,foil,,no-counterpart
tcgplayer,Beaming Bravado (Blue),Dusk till Dawn,foil,DTD059,no-counterpart
tcgplayer,Hungering Demigon (Red),Dusk till Dawn,foil,DTD172,no-counterpart
tcgplayer,Glaring Impact (Red),Dusk till Dawn,foil,DTD063,no-counterpart
tcgplayer,Funeral Moon,Dusk till Dawn,foil,DTD140,no-counterpart
tcgplayer,Glaring Impact (Yellow),Dusk till Dawn,foil,DTD064,no-counterpart
tcgplayer,Glaring Impact (Blue),Dusk till Dawn,foil,DTD065,no-counterpart
tcgplayer,Requiem for the Damned,Dusk till Dawn,foil,DTD141,no-counterpart
tcgplayer,Oblivion,Dusk till Dawn,foil,DTD142,no-counterpart
tcgplayer,Radiant View,Dusk till Dawn,foil,DTD075,no-counterpart
tcgplayer,Radiant Raiment,Dusk till Dawn,foil,DTD076,no-counterpart
tcgplayer,Deathly Delight (Red),Dusk till Dawn,foil,DTD143,no-counterpart
tcgplayer,Radiant Touch,Dusk till Dawn,foil,DTD077,no-counterpart
tcgplayer,Hungering Demigon (Yellow),Dusk till Dawn,foil,DTD173,no-counterpart
tcgplayer,Deathly Delight (Yellow),Dusk till Dawn,foil,DTD144,no-counterpart
tcgplayer,Radiant Flow,Dusk till Dawn,foil,DTD078,no-counterpart
tcgplayer,Deathly Delight (Blue),Dusk till Dawn,foil,DTD145,no-counterpart
tcgplayer,United We Stand,Dusk till Dawn,foil,DTD079,no-counterpart
tcgplayer,Deathly Wail (Red),Dusk till Dawn,foil,DTD146,no-counterpart
tcgplayer,Deathly Wail (Yellow),Dusk till Dawn,foil,DTD147,no-counterpart
tcgplayer,Lumina Lance,Dusk till Dawn,foil,DTD080,no-counterpart
tcgplayer,Hungering Demigon (Blue),Dusk till Dawn,foil,DTD174,no-counterpart
tcgplayer,Deathly Wail (Blue),Dusk till Dawn,foil,DTD148,no-counterpart
tcgplayer,Radiant Forcefield,Dusk till Dawn,foil,DTD081,no-counterpart
tcgplayer,Lay to Rest (Red),Dusk till Dawn,foil,DTD082,no-counterpart
tcgplayer,Envelop in Darkness (Red),Dusk till Dawn,foil,DTD149,no-counterpart
tcgplayer,Grim Feast (Red),Dusk till Dawn,foil,DTD175,no-counterpart
tcgplayer,Lay to Rest (Yellow),Dusk till Dawn,foil,DTD083,no-counterpart
tcgplayer,Envelop in Darkness (Yellow),Dusk till Dawn,foil,DTD150,no-counterpart
tcgplayer,Envelop in Darkness (Blue),Dusk till Dawn,foil,DTD151,no-counterpart
tcgplayer,Lay to Rest (Blue),Dusk till Dawn,foil,DTD084,no-counterpart
tcgplayer,Grim Feast (Yellow),Dusk till Dawn,foil,DTD176,no-counterpart
tcgplayer,Rift Skitter (Red),Dusk till Dawn,foil,DTD152,no-counterpart
tcgplayer,Blessing of Salvation (Red),Dusk till Dawn,foil,DTD085,no-counterpart
tcgplayer,Rift Skitter (Yellow),Dusk till Dawn,foil,DTD153,no-counterpart
tcgplayer,Blessing of Salvation (Yellow),Dusk till Dawn,foil,DTD086,no-counterpart
tcgplayer,Diabolic Offering,Dusk till Dawn,foil,DTD107,no-counterpart
tcgplayer,Rift Skitter (Blue),Dusk till Dawn,foil,DTD154,no-counterpart
tcgplayer,Blessing of Salvation (Blue),Dusk till Dawn,foil,DTD087,no-counterpart
tcgplayer,Grim Feast (Blue),Dusk till Dawn,foil,DTD177,no-counterpart
tcgplayer,Shaden Death Hydra,Dusk till Dawn,foil,DTD108,no-counterpart
tcgplayer,Cleansing Light (Red),Dusk till Dawn,foil,DTD088,no-counterpart
tcgplayer,Cleansing Light (Yellow),Dusk till Dawn,foil,DTD089,no-counterpart
tcgplayer,Cleansing Light (Blue),Dusk till Dawn,foil,DTD090,no-counterpart
tcgplayer,Slithering Shadowpede,Dusk till Dawn,foil,DTD109,no-counterpart
tcgplayer,Vantom Banshee (Red),Dusk till Dawn,foil,DTD155,no-counterpart
tcgplayer,Blistering Assault (Red),Dusk till Dawn,foil,DTD091,no-counterpart
tcgplayer,Expendable Limbs,Dusk till Dawn,foil,DTD110,no-counterpart
tcgplayer,Vantom Banshee (Yellow),Dusk till Dawn,foil,DTD156,no-counterpart
tcgplayer,Blistering Assault (Yellow),Dusk till Dawn,foil,DTD092,no-counterpart
tcgplayer,Vantom Banshee (Blue),Dusk till Dawn,foil,DTD157,no-counterpart
tcgplayer,Blood Dripping Frenzy,Dusk till Dawn,foil,DTD111,no-counterpart
tcgplayer,Blistering Assault (Blue),Dusk till Dawn,foil,DTD093,no-counterpart
tcgplayer,Vile Inquisition (Red),Dusk till Dawn,foil,DTD178,no-counterpart
tcgplayer,Vantom Wraith (Red),Dusk till Dawn,foil,DTD158,no-counterpart
tcgplayer,Defender of Daybreak (Red),Dusk till Dawn,foil,DTD094,no-counterpart
tcgplayer,Ram Raider (Red),Dusk till Dawn,foil,DTD112,no-counterpart
tcgplayer,Vantom Wraith (Yellow),Dusk till Dawn,foil,DTD159,no-counterpart
tcgplayer,Ram Raider (Yellow),Dusk till Dawn,foil,DTD113,no-counterpart
tcgplayer,Defender of Daybreak (Yellow),Dusk till Dawn,foil,DTD095,no-counterpart
tcgplayer,Vantom Wraith (Blue),Dusk till Dawn,foil,DTD160,no-counterpart
tcgplayer,Defender of Daybreak (Blue),Dusk till Dawn,foil,DTD096,no-counterpart
tcgplayer,Ram Raider (Blue),Dusk till Dawn,foil,DTD114,no-counterpart
tcgplayer,Putrid Stirrings (Red),Dusk till Dawn,foil,DTD161,no-counterpart
tcgplayer,Putrid Stirrings (Yellow),Dusk till Dawn,foil,DTD162,no-counterpart
tcgplayer,Searing Ray (Red),Dusk till Dawn,foil,DTD097,no-counterpart
tcgplayer,Putrid Stirrings (Blue),Dusk till Dawn,foil,DTD163,no-counterpart
tcgplayer,Searing Ray (Yellow),Dusk till Dawn,foil,DTD098,no-counterpart
tcgplayer,Wall Breaker (Red),Dusk till Dawn,foil,DTD115,no-counterpart
tcgplayer,Searing Ray (Blue),Dusk till Dawn,foil,DTD099,no-counterpart
tcgplayer,Wall Breaker (Yellow),Dusk till Dawn,foil,DTD116,no-counterpart
tcgplayer,Vile Inquisition (Yellow),Dusk till Dawn,foil,DTD179,no-counterpart
tcgplayer,Break of Dawn (Red),Dusk till Dawn,foil,DTD100,no-counterpart
tcgplayer,Wall Breaker (Blue),Dusk till Dawn,foil,DTD117,no-counterpart
tcgplayer,Break of Dawn (Yellow),Dusk till Dawn,foil,DTD101,no-counterpart
tcgplayer,Shaden Scream (Red),Dusk till Dawn,foil,DTD118,no-counterpart
tcgplayer,Break of Dawn (Blue),Dusk till Dawn,foil,DTD102,no-counterpart
tcgplayer,Vile Inquisition (Blue),Dusk till Dawn,foil,DTD180,no-counterpart
tcgplayer,Shaden Scream (Yellow),Dusk till Dawn,foil,DTD119,no-counterpart
tcgplayer,Shaden Scream (Blue),Dusk till Dawn,foil,DTD120,no-counterpart
tcgplayer,Soul Butcher (Red),Dusk till Dawn,foil,DTD181,no-counterpart
tcgplayer,Battlefield Breaker (Red),Dusk till Dawn,foil,DTD121,no-counterpart
tcgplayer,Battlefield Breaker (Yellow),Dusk till Dawn,foil,DTD122,no-counterpart
tcgplayer,Soul Butcher (Yellow),Dusk till Dawn,foil,DTD182,no-counterpart
tcgplayer,Battlefield Breaker (Blue),Dusk till Dawn,foil,DTD123,no-counterpart
tcgplayer,Shaden Swing (Red),Dusk till Dawn,foil,DTD124,no-counterpart
tcgplayer,Shaden Swing (Yellow),Dusk till Dawn,foil,DTD125,no-counterpart
tcgplayer,Soul Butcher (Blue),Dusk till Dawn,foil,DTD183,no-counterpart
tcgplayer,Shaden Swing (Blue),Dusk till Dawn,foil,DTD126,no-counterpart
tcgplayer,Tribute to Demolition (Red),Dusk till Dawn,foil,DTD127,no-counterpart
tcgplayer,Tribute to Demolition (Yellow),Dusk till Dawn,foil,DTD128,no-counterpart
tcgplayer,Tribute to Demolition (Blue),Dusk till Dawn,foil,DTD129,no-counterpart
tcgplayer,Tribute to the Legions of Doom (Red),Dusk till Dawn,foil,DTD130,no-counterpart
tcgplayer,Soul Cleaver (Red),Dusk till Dawn,foil,DTD184,no-counterpart
tcgplayer,Tribute to the Legions of Doom (Yellow),Dusk till Dawn,foil,DTD131,no-counterpart
tcgplayer,Tribute to the Legions of Doom (Blue),Dusk till Dawn,foil,DTD132,no-counterpart
tcgplayer,Soul Cleaver (Yellow),Dusk till Dawn,foil,DTD185,no-counterpart
tcgplayer,Soul Cleaver (Blue),Dusk till Dawn,foil,DTD186,no-counterpart
tcgplayer,Beseech the Demigon (Red),Dusk till Dawn,foil,DTD187,no-counterpart
tcgplayer,Beseech the Demigon (Yellow),Dusk till Dawn,foil,DTD188,no-counterpart
tcgplayer,Beseech the Demigon (Blue),Dusk till Dawn,foil,DTD189,no-counterpart
tcgplayer,Tear Through the Portal (Red),Dusk till Dawn,foil,DTD190,no-counterpart
tcgplayer,Tear Through the Portal (Yellow),Dusk till Dawn,foil,DTD191,no-counterpart
tcgplayer,Tear Through the Portal (Blue),Dusk till Dawn,foil,DTD192,no-counterpart
tcgplayer,"Nasreth, the Soul Harrower (Marvel)",Dusk till Dawn,foil,,no-counterpart
tcgplayer,Light of Sol,Dusk till Dawn,foil,DTD000,no-counterpart
tcgplayer,Frontline Helm,Dusk till Dawn,foil,DTD222,no-counterpart
tcgplayer,Frontline Plating,Dusk till Dawn,foil,DTD223,no-counterpart
tcgplayer,Frontline Gauntlets,Dusk till Dawn,foil,DTD224,no-counterpart
tcgplayer,Frontline Legs,Dusk till Dawn,foil,DTD225,no-counterpart
tcgplayer,Mischievous Meeps,Dusk till Dawn,foil,DTD227,no-counterpart
tcgplayer,Hack to Reality,Dusk till Dawn,foil,DTD229,no-counterpart
tcgplayer,Dyadic Carapace (Extended Art),Dusk till Dawn,foil,,no-counterpart
tcgplayer,Empyrean Rapture (Extended Art),Dusk till Dawn,foil,,no-counterpart
tcgplayer,Spoiled Skull (Extended Art),Dusk till Dawn,foil,,no-counterpart
tcgplayer,"Levia, Redeemed // Blasmophet, Levia Consumed (Marvel)",Dusk till Dawn,foil,,no-counterpart
tcgplayer,Bravo,Historic Pack 1 Blitz Deck: Bravo,normal,,no-counterpart
tcgplayer,Anothos,Historic Pack 1 Blitz Deck: Bravo,normal,,no-counterpart
tcgplayer,Helm of Isen's Peak,Historic Pack 1 Blitz Deck: Bravo,normal,,no-counterpart
tcgplayer,Nullrune Robe,Historic Pack 1 Blitz Deck: Bravo,normal,,no-counterpart
tcgplayer,Goliath Gauntlet,Historic Pack 1 Blitz Deck: Bravo,normal,,no-counterpart
tcgplayer,Nullrune Boots,Historic Pack 1 Blitz Deck: Bravo,normal,,no-counterpart
tcgplayer,Cartilage Crush (Red),Historic Pack 1 Blitz Deck: Bravo,normal,,no-counterpart
tcgplayer,Crush Confidence (Red),Historic Pack 1 Blitz Deck: Bravo,normal,,no-counterpart
tcgplayer,Debilitate (Red),Historic Pack 1 Blitz Deck: Bravo,normal,,no-counterpart
tcgplayer,Thump (Red),Historic Pack 1 Blitz Deck: Bravo,normal,,no-price
tcgplayer,Sink Below (Red),Historic Pack 1 Blitz Deck: Bravo,normal,,no-price
tcgplayer,Cartilage Crush (Yellow),Historic Pack 1 Blitz Deck: Bravo,normal,,no-counterpart
tcgplayer,Crush Confidence (Yellow),Historic Pack 1 Blitz Deck: Bravo,normal,,no-counterpart
tcgplayer,Debilitate (Yellow),Historic Pack 1 Blitz Deck: Bravo,normal,,no-counterpart
tcgplayer,Cartilage Crush (Blue),Historic Pack 1 Blitz Deck: Bravo,normal,,no-counterpart
tcgplayer,Chokeslam (Blue),Historic Pack 1 Blitz Deck: Bravo,normal,,no-counterpart
tcgplayer,Debilitate (Blue),Historic Pack 1 Blitz Deck: Bravo,normal,,no-counterpart
tcgplayer,Disable (Blue),Historic Pack 1 Blitz Deck: Bravo,normal,,no-counterpart
tcgplayer,Macho Grande (Blue),Historic Pack 1 Blitz Deck: Bravo,normal,,no-counterpart
tcgplayer,Thunder Quake (Blue),Historic Pack 1 Blitz Deck: Bravo,normal,,no-counterpart
tcgplayer,Rally the Rearguard (Blue),Historic Pack 1 Blitz Deck: Bravo,normal,,no-counterpart
tcgplayer,Pummel (Blue),Historic Pack 1 Blitz Deck: Bravo,normal,,no-counterpart
tcgplayer,Staunch Response (Blue),Historic Pack 1 Blitz Deck: Bravo,normal,,no-counterpart
tcgplayer,Unmovable (Blue),Historic Pack 1 Blitz Deck: Bravo,normal,,no-price
tcgplayer,Emerging Dominance (Blue),Historic Pack 1 Blitz Deck: Bravo,normal,,no-counterpart
tcgplayer,Sloggism (Blue),Historic Pack 1 Blitz Deck: Bravo,normal,,no-counterpart
tcgplayer,Seismic Surge,Historic Pack 1 Blitz Deck: Bravo,normal,,no-counterpart
tcgplayer,Dash,Historic Pack 1 Blitz Deck: Dash,normal,,no-counterpart
tcgplayer,Teklo Plasma Pistol,Historic Pack 1 Blitz Deck: Dash,normal,,no-counterpart
tcgplayer,Nullrune Hood,Historic Pack 1 Blitz Deck: Dash,normal,,no-price
tcgplayer,Deep Blue,Historic Pack 1 Blitz Deck: Dash,normal,,no-counterpart
tcgplayer,Goliath Gauntlet,Historic Pack 1 Blitz Deck: Dash,normal,,no-counterpart
tcgplayer,Achilles Accelerator,Historic Pack 1 Blitz Deck: Dash,normal,,no-counterpart
tcgplayer,Cognition Nodes (Blue),Historic Pack 1 Blitz Deck: Dash,normal,,no-counterpart
tcgplayer,Convection Amplifier (Red),Historic Pack 1 Blitz Deck: Dash,normal,,no-counterpart
tcgplayer,Hyper Driver (Red),Historic Pack 1 Blitz Deck: Dash,normal,,no-counterpart
tcgplayer,High Speed Impact (Red),Historic Pack 1 Blitz Deck: Dash,normal,,no-counterpart
tcgplayer,Over Loop (Red),Historic Pack 1 Blitz Deck: Dash,normal,,no-counterpart
tcgplayer,Payload (Red),Historic Pack 1 Blitz Deck: Dash,normal,,no-price
tcgplayer,Pedal to the Metal (Red),Historic Pack 1 Blitz Deck: Dash,normal,,no-counterpart
tcgplayer,Throttle (Red),Historic Pack 1 Blitz Deck: Dash,normal,,no-counterpart
tcgplayer,Zero to Sixty (Red),Historic Pack 1 Blitz Deck: Dash,normal,,no-counterpart
tcgplayer,Zipper Hit (Red),Historic Pack 1 Blitz Deck: Dash,normal,,no-counterpart
tcgplayer,Rotary Ram (Red),Historic Pack 1 Blitz Deck: Dash,normal,,no-counterpart
tcgplayer,Over Loop (Yellow),Historic Pack 1 Blitz Deck: Dash,normal,,no-counterpart
tcgplayer,Payload (Yellow),Historic Pack 1 Blitz Deck: Dash,normal,,no-counterpart
tcgplayer,Throttle (Yellow),Historic Pack 1 Blitz Deck: Dash,normal,,no-counterpart
tcgplayer,Zipper Hit (Yellow),Historic Pack 1 Blitz Deck: Dash,normal,,no-counterpart
tcgplayer,Combustible Courier (Blue),Historic Pack 1 Blitz Deck: Dash,normal,,no-counterpart
tcgplayer,Over Loop (Blue),Historic Pack 1 Blitz Deck: Dash,normal,,no-counterpart
tcgplayer,Payload (Blue),Historic Pack 1 Blitz Deck: Dash,normal,,no-counterpart
tcgplayer,Throttle (Blue),Historic Pack 1 Blitz Deck: Dash,normal,,no-price
tcgplayer,Zero to Sixty (Blue),Historic Pack 1 Blitz Deck: Dash,normal,,no-counterpart
tcgplayer,Zipper Hit (Blue),Historic Pack 1 Blitz Deck: Dash,normal,,no-counterpart
tcgplayer,Zoom In (Blue),Historic Pack 1 Blitz Deck: Dash,normal,,no-counterpart
tcgplayer,Dorinthea,Historic Pack 1 Blitz Deck: Dorinthea,normal,,no-counterpart
tcgplayer,Dawnblade,Historic Pack 1 Blitz Deck: Dorinthea,normal,,no-price
tcgplayer,Nullrune Hood,Historic Pack 1 Blitz Deck: Dorinthea,normal,,no-price
tcgplayer,Nullrune Robe,Historic Pack 1 Blitz Deck: Dorinthea,normal,,no-counterpart
tcgplayer,Gallantry Gold,Historic Pack 1 Blitz Deck: Dorinthea,normal,,no-counterpart
tcgplayer,Refraction Bolters,Historic Pack 1 Blitz Deck: Dorinthea,normal,,no-counterpart
tcgplayer,In the Swing (Red),Historic Pack 1 Blitz Deck: Dorinthea,normal,,no-counterpart
tcgplayer,Ironsong Response (Red),Historic Pack 1 Blitz Deck: Dorinthea,normal,,no-counterpart
tcgplayer,Out for Blood (Red),Historic Pack 1 Blitz Deck: Dorinthea,normal,,no-counterpart
tcgplayer,Stroke of Foresight (Red),Historic Pack 1 Blitz Deck: Dorinthea,normal,,no-counterpart
tcgplayer,Razor Reflex (Red),Historic Pack 1 Blitz Deck: Dorinthea,normal,,no-price
tcgplayer,Driving Blade (Red),Historic Pack 1 Blitz Deck: Dorinthea,normal,,no-counterpart
tcgplayer,Slice and Dice (Red),Historic Pack 1 Blitz Deck: Dorinthea,normal,,no-counterpart
tcgplayer,Warrior's Valor (Red),Historic Pack 1 Blitz Deck: Dorinthea,normal,,no-counterpart
tcgplayer,Flock of the Feather Walkers (Red),Historic Pack 1 Blitz Deck: Dorinthea,normal,,no-counterpart
tcgplayer,Ironsong Response (Yellow),Historic Pack 1 Blitz Deck: Dorinthea,normal,,no-counterpart
tcgplayer,Sink Below (Yellow),Historic Pack 1 Blitz Deck: Dorinthea,normal,,no-price
tcgplayer,Driving Blade (Yellow),Historic Pack 1 Blitz Deck: Dorinthea,normal,,no-counterpart
tcgplayer,Hit and Run (Yellow),Historic Pack 1 Blitz Deck: Dorinthea,normal,,no-counterpart
tcgplayer,In the Swing (Blue),Historic Pack 1 Blitz Deck: Dorinthea,normal,,no-counterpart
tcgplayer,Ironsong Response (Blue),Historic Pack 1 Blitz Deck: Dorinthea,normal,,no-counterpart
tcgplayer,Out for Blood (Blue),Historic Pack 1 Blitz Deck: Dorinthea,normal,,no-counterpart
tcgplayer,Overpower (Blue),Historic Pack 1 Blitz Deck: Dorinthea,normal,,no-counterpart
tcgplayer,Stroke of Foresight (Blue),Historic Pack 1 Blitz Deck: Dorinthea,normal,,no-counterpart
tcgplayer,Driving Blade (Blue),Historic Pack 1 Blitz Deck: Dorinthea,normal,,no-counterpart
tcgplayer,Hit and Run (Blue),Historic Pack 1 Blitz Deck: Dorinthea,normal,,no-counterpart
tcgplayer,Quicken,Historic Pack 1 Blitz Deck: Dorinthea,normal,,no-counterpart
tcgplayer,Kano,Historic Pack 1 Blitz Deck: Kano,normal,,no-counterpart
tcgplayer,Crucible of Aetherweave,Historic Pack 1 Blitz Deck: Kano,normal,,no-price
tcgplayer,Talismanic Lens,Historic Pack 1 Blitz Deck: Kano,normal,,no-counterpart
tcgplayer,Robe of Rapture,Historic Pack 1 Blitz Deck: Kano,normal,,no-counterpart
tcgplayer,Nullrune Gloves,Historic Pack 1 Blitz Deck: Kano,normal,,no-price
tcgplayer,Mage Master Boots,Historic Pack 1 Blitz Deck: Kano,normal,,no-price
tcgplayer,Aether Flare (Red),Historic Pack 1 Blitz Deck: Kano,normal,,no-counterpart
tcgplayer,Aether Spindle (Red),Historic Pack 1 Blitz Deck: Kano,normal,,no-counterpart
tcgplayer,Reverberate (Red),Historic Pack 1 Blitz Deck: Kano,normal,,no-counterpart
tcgplayer,Scalding Rain (Red),Historic Pack 1 Blitz Deck: Kano,normal,,no-counterpart
tcgplayer,Timekeeper's Whim (Red),Historic Pack 1 Blitz Deck: Kano,normal,,no-counterpart
tcgplayer,Voltic Bolt (Red),Historic Pack 1 Blitz Deck: Kano,normal,,no-counterpart
tcgplayer,Zap (Red),Historic Pack 1 Blitz Deck: Kano,normal,,no-counterpart
tcgplayer,Scalding Rain (Yellow),Historic Pack 1 Blitz Deck: Kano,normal,,no-counterpart
tcgplayer,Voltic Bolt (Yellow),Historic Pack 1 Blitz Deck: Kano,normal,,no-counterpart
tcgplayer,Zap (Yellow),Historic Pack 1 Blitz Deck: Kano,normal,,no-counterpart
