Provider,Name,Set,Finish,Code,Reason
tcgplayer,Usurp the Shadow Throne Booster Pack,Usurp the Shadow Throne,normal,,no-price
tcgplayer,Usurp the Shadow Throne Booster Box,Usurp the Shadow Throne,normal,,no-price
tcgplayer,Usurp the Shadow Throne Booster Box Case,Usurp the Shadow Throne,normal,,no-price
tcgplayer,Usurp the Shadow Throne Prerelease Kit,Usurp the Shadow Throne,normal,,no-price
tcgplayer,Armory Deck: Malice,Armory Deck: Malice,normal,,no-price
tcgplayer,Armory Deck: Malice Case,Armory Deck: Malice,normal,,no-price
tcgplayer,Armory Deck: Olympia,Armory Deck: Olympia,normal,,no-price
tcgplayer,Armory Deck: Olympia Case,Armory Deck: Olympia,normal,,no-price
tcgplayer,"Dorinthea, Quicksilver Prodigy",Mastery Pack Warrior,normal,MPW001,no-price
tcgplayer,"Dawnblade, Resplendent",Mastery Pack Warrior,normal,MPW002,no-price
tcgplayer,Hala,Mastery Pack Warrior,normal,MPW004,no-price
tcgplayer,Hala (Marvel),Mastery Pack Warrior,normal,,no-price
tcgplayer,Zenith Blade,Mastery Pack Warrior,normal,MPW005,no-price
tcgplayer,Zenith Blade (Marvel),Mastery Pack Warrior,normal,,no-price
tcgplayer,Olympia,Mastery Pack Warrior,normal,MPW006,no-price
tcgplayer,Golden Grail,Mastery Pack Warrior,normal,MPW007,no-price
tcgplayer,Golden Grail (Marvel),Mastery Pack Warrior,normal,,no-price
tcgplayer,Valiant Dynamo,Mastery Pack Warrior,normal,,no-price
tcgplayer,Sharpening Sparks,Mastery Pack Warrior,normal,MPW026,no-price
tcgplayer,Stand Tall,Mastery Pack Warrior,normal,MPW037,no-price
tcgplayer,Run Through (Red),Mastery Pack Warrior,normal,MPW048,no-price
tcgplayer,Run Through (Yellow),Mastery Pack Warrior,normal,MPW049,no-price
tcgplayer,Run Through (Blue),Mastery Pack Warrior,normal,MPW050,no-price
tcgplayer,Shove Off,Mastery Pack Warrior,normal,MPW052,no-price
tcgplayer,Golden Company (Red),Mastery Pack Warrior,normal,MPW053,no-price
tcgplayer,Golden Company (Yellow),Mastery Pack Warrior,normal,MPW054,no-price
tcgplayer,Golden Company (Blue),Mastery Pack Warrior,normal,MPW055,no-price
tcgplayer,Blade Rush,Mastery Pack Warrior,normal,MPW063,no-price
tcgplayer,Warrior's Valor,Mastery Pack Warrior,normal,MPW072,no-counterpart
tcgplayer,In the Swing,Mastery Pack Warrior,normal,MPW084,no-price
tcgplayer,Steel on Steel (Red),Mastery Pack Warrior,normal,MPW096,no-price
tcgplayer,Steel on Steel (Yellow),Mastery Pack Warrior,normal,MPW097,no-price
tcgplayer,Steel on Steel (Blue),Mastery Pack Warrior,normal,MPW098,no-price
tcgplayer,Trot Along,Mastery Pack Warrior,normal,MPW153,no-price
tcgplayer,Dawnblade (Marvel),Mastery Pack Warrior,normal,,no-price
tcgplayer,Mastery Pack Warrior Booster Box,Mastery Pack Warrior,normal,,no-price
tcgplayer,Mastery Pack Guardian Booster Pack,Mastery Pack Warrior,normal,,no-price
tcgplayer,Mastery Pack Warrior Booster Box Case,Mastery Pack Warrior,normal,,no-price
tcgplayer,Overwhelming Swing,Mastery Pack Warrior,normal,MPW024,no-price
tcgplayer,Raise Blades,Mastery Pack Warrior,normal,MPW032,no-price
tcgplayer,Rake Back,Mastery Pack Warrior,normal,MPW033,no-price
tcgplayer,Durendal,Mastery Pack Warrior,normal,MPW008,no-price
tcgplayer,Durendal (Marvel),Mastery Pack Warrior,normal,,no-price
tcgplayer,And Again...,Mastery Pack Warrior,normal,MPW028,no-price
tcgplayer,And Again... (Extended Art),Mastery Pack Warrior,normal,,no-price
tcgplayer,Dash I/O (Marvel),Gem Pack 5,foil,,no-counterpart
tcgplayer,Aphrodias,Gem Pack 5,foil,,no-counterpart
tcgplayer,"Scorpio, Comet Tail",Gem Pack 5,foil,,no-counterpart
tcgplayer,"Volzar, Meteor Storm",Gem Pack 5,foil,,no-counterpart
tcgplayer,Lionclaw Maul,Gem Pack 5,foil,,no-counterpart
tcgplayer,Pile Driver,Gem Pack 5,foil,,no-counterpart
tcgplayer,Teklo Pounder (Blue),Gem Pack 5,foil,,no-counterpart
tcgplayer,Stardust Spike (Red),Gem Pack 5,foil,,no-counterpart
tcgplayer,Dyadic Carapace,Gem Pack 5,foil,,no-counterpart
tcgplayer,Ebbing Arcstride (Red),Gem Pack 5,normal,,no-counterpart
tcgplayer,Ebbing Arcstride (Red),Gem Pack 5,foil,,no-counterpart
tcgplayer,Pulsing Cardia (Red),Gem Pack 5,foil,,no-counterpart
tcgplayer,Pulsing Cardia (Red),Gem Pack 5,normal,,no-counterpart
tcgplayer,Shattering Flowtide (Red),Gem Pack 5,foil,,no-counterpart
tcgplayer,Shattering Flowtide (Red),Gem Pack 5,normal,,no-counterpart
tcgplayer,Stinging Sprite (Red),Gem Pack 5,normal,,no-counterpart
tcgplayer,Stinging Sprite (Red),Gem Pack 5,foil,,no-counterpart
tcgplayer,Electryn Joltstep (Red),Gem Pack 5,normal,,no-counterpart
tcgplayer,Electryn Joltstep (Red),Gem Pack 5,foil,,no-counterpart
tcgplayer,Path of Same Ends (Red),Gem Pack 5,normal,,no-counterpart
tcgplayer,Path of Same Ends (Red),Gem Pack 5,foil,,no-counterpart
tcgplayer,Constella Contemplation (Yellow),Gem Pack 5,normal,,no-counterpart
tcgplayer,Constella Contemplation (Yellow),Gem Pack 5,foil,,no-counterpart
tcgplayer,Constella Flowslide (Yellow),Gem Pack 5,normal,,no-counterpart
tcgplayer,Constella Flowslide (Yellow),Gem Pack 5,foil,,no-counterpart
tcgplayer,Constella Uplift (Yellow),Gem Pack 5,normal,,no-counterpart
tcgplayer,Constella Uplift (Yellow),Gem Pack 5,foil,,no-counterpart
tcgplayer,Energy of the Audience (Yellow),Gem Pack 5,normal,,no-counterpart
tcgplayer,Energy of the Audience (Yellow),Gem Pack 5,foil,,no-counterpart
tcgplayer,Creep (Red),Gem Pack 5,normal,,no-counterpart
tcgplayer,Creep (Red),Gem Pack 5,foil,,no-counterpart
tcgplayer,Alpha Instinct (Blue),Gem Pack 5,foil,,no-counterpart
tcgplayer,Run Roughshod (Blue),Gem Pack 5,normal,,no-counterpart
tcgplayer,Run Roughshod (Blue),Gem Pack 5,foil,,no-counterpart
tcgplayer,Seek Vengeance (Red),Gem Pack 5,foil,,no-counterpart
tcgplayer,Seek Vengeance (Red),Gem Pack 5,normal,,no-counterpart
tcgplayer,Brimming Blade (Red),Gem Pack 5,foil,,no-counterpart
tcgplayer,Toe the Line (Red),Gem Pack 5,normal,,no-counterpart
tcgplayer,Toe the Line (Red),Gem Pack 5,foil,,no-counterpart
tcgplayer,Speed Demon (Red),Gem Pack 5,foil,,no-counterpart
tcgplayer,Speed Demon (Red),Gem Pack 5,normal,,no-counterpart
tcgplayer,Beneath the Surface (Yellow),Gem Pack 5,foil,,no-counterpart
tcgplayer,Beneath the Surface (Yellow),Gem Pack 5,normal,,no-counterpart
tcgplayer,Lighten the Load (Red),Gem Pack 5,foil,,no-counterpart
tcgplayer,Lighten the Load (Red),Gem Pack 5,normal,,no-counterpart
tcgplayer,Flourish (Yellow),Gem Pack 5,foil,,no-counterpart
tcgplayer,Flourish (Yellow),Gem Pack 5,normal,,no-counterpart
tcgplayer,Beckoning Brilliance (Red),Gem Pack 5,foil,,no-counterpart
tcgplayer,Beckoning Brilliance (Red),Gem Pack 5,normal,,no-counterpart
tcgplayer,Electrolyze (Red),Gem Pack 5,normal,,no-counterpart
tcgplayer,Electrolyze (Red),Gem Pack 5,foil,,no-counterpart
tcgplayer,Flowshard Elemental (Red),Gem Pack 5,normal,,no-counterpart
tcgplayer,Flowshard Elemental (Red),Gem Pack 5,foil,,no-counterpart
tcgplayer,Flittering Forcefield (Red),Gem Pack 5,foil,,no-counterpart
tcgplayer,Flittering Forcefield (Red),Gem Pack 5,normal,,no-counterpart
tcgplayer,Starlight Road (Blue),Gem Pack 5,foil,,no-counterpart
tcgplayer,Starlight Road (Blue),Gem Pack 5,normal,,no-counterpart
tcgplayer,Conflicting Thoughts (Red),Gem Pack 5,normal,,no-counterpart
tcgplayer,Conflicting Thoughts (Red),Gem Pack 5,foil,,no-counterpart
tcgplayer,Toughen Up (Blue),Gem Pack 5,normal,,no-counterpart
tcgplayer,Toughen Up (Blue),Gem Pack 5,foil,,no-counterpart
tcgplayer,Runechant of Greed (Yellow),Gem Pack 5,foil,,no-counterpart
tcgplayer,Runechant of Envy (Yellow),Gem Pack 5,foil,,no-counterpart
tcgplayer,Runechant of Gluttony (Yellow),Gem Pack 5,foil,,no-counterpart
tcgplayer,Runechant of Lust (Yellow),Gem Pack 5,foil,,no-counterpart
tcgplayer,Runechant of Pride (Yellow),Gem Pack 5,foil,,no-counterpart
tcgplayer,Runechant of Sloth (Yellow),Gem Pack 5,foil,,no-counterpart
tcgplayer,Runechant of Wrath (Yellow),Gem Pack 5,foil,,no-counterpart
tcgplayer,Omens of the Third Age Booster Pack,Omens of the Third Age,normal,,no-price
tcgplayer,Omens of the Third Age Booster Box,Omens of the Third Age,normal,,no-price
tcgplayer,Omens of the Third Age Booster Box Case,Omens of the Third Age,normal,,no-price
tcgplayer,Omens of the Third Age Prerelease Kit,Omens of the Third Age,normal,,no-price
tcgplayer,Zyggy Starlight (Marvel),Omens of the Third Age,foil,,no-counterpart
tcgplayer,Cosmic Duality (Red),Omens of the Third Age,foil,OMN015,no-counterpart
tcgplayer,Cosmic Duality (Yellow),Omens of the Third Age,foil,OMN016,no-counterpart
tcgplayer,"Aurora, Legacy of Tempest (Marvel)",Omens of the Third Age,foil,,no-counterpart
tcgplayer,Cosmic Duality (Blue),Omens of the Third Age,foil,OMN017,no-counterpart
tcgplayer,Voltbound Duality (Red),Omens of the Third Age,foil,OMN077,no-counterpart
tcgplayer,Voltbound Duality (Yellow),Omens of the Third Age,foil,OMN078,no-counterpart
tcgplayer,Voltbound Duality (Blue),Omens of the Third Age,foil,OMN079,no-counterpart
tcgplayer,Lightning Flow (C),Omens of the Third Age,foil,,no-counterpart
tcgplayer,"Oscilio, Forked Continuum (Marvel)",Omens of the Third Age,foil,,no-counterpart
tcgplayer,Nebula Duality (Red),Omens of the Third Age,foil,OMN121,no-counterpart
tcgplayer,Nebula Duality (Yellow),Omens of the Third Age,normal,OMN122,no-counterpart
tcgplayer,Nebula Duality (Yellow),Omens of the Third Age,foil,OMN122,no-counterpart
tcgplayer,Voltic Impact,Omens of the Third Age,foil,OMN154,no-counterpart
tcgplayer,Meteoric Rise,Omens of the Third Age,foil,OMN153,no-counterpart
tcgplayer,Flowing Stormstrike,Omens of the Third Age,foil,OMN152,no-counterpart
tcgplayer,Astral Strike,Omens of the Third Age,foil,OMN145,no-counterpart
tcgplayer,Nebula Duality (Blue),Omens of the Third Age,foil,OMN123,no-counterpart
tcgplayer,Lightning Flow (B),Omens of the Third Age,foil,,no-counterpart
tcgplayer,Lightning Flow (A),Omens of the Third Age,foil,,no-counterpart
tcgplayer,Flowstate Embodiment,Omens of the Third Age,foil,OMN146,no-counterpart
tcgplayer,Rift Breaker (Red),Omens of the Third Age,foil,OMN155,no-counterpart
tcgplayer,Rift Breaker (Red),Omens of the Third Age,normal,OMN155,no-counterpart
tcgplayer,Rift Breaker (Yellow),Omens of the Third Age,foil,OMN156,no-counterpart
tcgplayer,Rift Breaker (Blue),Omens of the Third Age,foil,OMN157,no-counterpart
tcgplayer,Cosmic Suture (Red),Omens of the Third Age,foil,OMN127,no-counterpart
tcgplayer,Cosmic Suture (Yellow),Omens of the Third Age,foil,OMN128,no-counterpart
tcgplayer,Cosmic Suture (Blue),Omens of the Third Age,foil,OMN129,no-counterpart
tcgplayer,Static Shelter,Omens of the Third Age,foil,OMN147,no-counterpart
tcgplayer,Beckoning Brilliance,Omens of the Third Age,foil,OMN148,no-counterpart
tcgplayer,Boots of Omnis Ward,Omens of the Third Age,foil,OMN204,no-counterpart
tcgplayer,Flicker Reality,Omens of the Third Age,foil,OMN005,no-counterpart
tcgplayer,Blink of an Eye,Omens of the Third Age,foil,OMN006,no-counterpart
tcgplayer,Pulsing Cardia (Red),Omens of the Third Age,foil,OMN021,no-counterpart
tcgplayer,Pulsing Cardia (Yellow),Omens of the Third Age,foil,OMN022,no-counterpart
tcgplayer,Pulsing Cardia (Blue),Omens of the Third Age,foil,OMN023,no-counterpart
tcgplayer,Core Reaction (Red),Omens of the Third Age,foil,OMN103,no-counterpart
tcgplayer,Core Reaction (Yellow),Omens of the Third Age,foil,OMN104,no-counterpart
tcgplayer,Core Reaction (Blue),Omens of the Third Age,foil,OMN105,no-counterpart
tcgplayer,Auric Shards (Red),Omens of the Third Age,foil,OMN027,no-counterpart
tcgplayer,Auric Shards (Yellow),Omens of the Third Age,foil,OMN028,no-counterpart
tcgplayer,Auric Shards (Blue),Omens of the Third Age,foil,OMN029,no-counterpart
tcgplayer,Circular Flowtide,Omens of the Third Age,foil,OMN033,no-counterpart
tcgplayer,Arc Ramp (Blue),Omens of the Third Age,normal,OMN102,no-counterpart
tcgplayer,Arc Ramp (Blue),Omens of the Third Age,foil,OMN102,no-counterpart
tcgplayer,Arc Ramp (Yellow),Omens of the Third Age,foil,OMN101,no-counterpart
tcgplayer,Arc Ramp (Red),Omens of the Third Age,foil,OMN100,no-counterpart
tcgplayer,"Aurora, Emissary of Lightning (Marvel)",Omens of the Third Age,foil,,no-counterpart
tcgplayer,Mercurial Skies (Red),Omens of the Third Age,foil,OMN059,no-counterpart
tcgplayer,Echoflash,Omens of the Third Age,foil,OMN099,no-counterpart
tcgplayer,Mercurial Skies (Yellow),Omens of the Third Age,foil,OMN060,no-counterpart
tcgplayer,Mercurial Skies (Blue),Omens of the Third Age,foil,OMN061,no-counterpart
tcgplayer,Dashing Flashfoot,Omens of the Third Age,foil,OMN053,no-counterpart
tcgplayer,Third Eye of the Sphinx,Omens of the Third Age,foil,OMN140,no-counterpart
tcgplayer,Feral Instinct (Extended Art),Omens of the Third Age,foil,,no-counterpart
tcgplayer,Unmake the Underlings,Omens of the Third Age,foil,OMN228,no-counterpart
tcgplayer,Turn to Mindfire,Omens of the Third Age,foil,OMN136,no-counterpart
tcgplayer,Tome of Quandaries (Blue) (Extended Art),Omens of the Third Age,foil,,no-counterpart
tcgplayer,Unwinding Finality (Extended Art),Omens of the Third Age,foil,,no-counterpart
tcgplayer,Corrosive Space Dust (Red),Omens of the Third Age,foil,OMN012,no-counterpart
tcgplayer,Corrosive Space Dust (Yellow),Omens of the Third Age,foil,OMN013,no-counterpart
tcgplayer,Corrosive Space Dust (Blue),Omens of the Third Age,foil,OMN014,no-counterpart
tcgplayer,Prophetic Quickstep,Omens of the Third Age,foil,OMN055,no-counterpart
tcgplayer,Gear Turner (Extended Art),Omens of the Third Age,foil,,no-counterpart
tcgplayer,Crash Site Salvage (Extended Art),Omens of the Third Age,foil,,no-counterpart
tcgplayer,Gauntlet of Sword and Sorcery,Omens of the Third Age,foil,OMN086,no-counterpart
tcgplayer,Fraying Lifeforce,Omens of the Third Age,foil,OMN007,no-price
tcgplayer,Zyggy (Marvel),Omens of the Third Age,foil,,no-counterpart
tcgplayer,Scattering Conflux,Omens of the Third Age,foil,OMN008,no-counterpart
tcgplayer,Polarus Pulse Ray (Red),Omens of the Third Age,foil,OMN009,no-counterpart
tcgplayer,Polarus Pulse Ray (Yellow),Omens of the Third Age,foil,OMN010,no-counterpart
tcgplayer,Polarus Pulse Ray (Blue),Omens of the Third Age,foil,OMN011,no-counterpart
tcgplayer,Ebbing Arcstride (Red),Omens of the Third Age,foil,OMN018,no-counterpart
tcgplayer,Ebbing Arcstride (Yellow),Omens of the Third Age,foil,OMN019,no-counterpart
tcgplayer,Ebbing Arcstride (Blue),Omens of the Third Age,foil,OMN020,no-counterpart
tcgplayer,Shattering Flowtide (Red),Omens of the Third Age,foil,OMN024,no-counterpart
tcgplayer,Shattering Flowtide (Yellow),Omens of the Third Age,foil,OMN025,no-counterpart
tcgplayer,Shattering Flowtide (Blue),Omens of the Third Age,foil,OMN026,no-counterpart
tcgplayer,Elliptical Conflux,Omens of the Third Age,foil,OMN034,no-counterpart
tcgplayer,Fleeing Starbreeze,Omens of the Third Age,foil,OMN037,no-counterpart
tcgplayer,Fractal Creation,Omens of the Third Age,foil,OMN040,no-counterpart
tcgplayer,Clear Conscience (Red),Omens of the Third Age,foil,OMN041,no-counterpart
tcgplayer,Clear Conscience (Yellow),Omens of the Third Age,foil,OMN042,no-counterpart
tcgplayer,Clear Conscience (Blue),Omens of the Third Age,foil,OMN043,no-counterpart
tcgplayer,Arcanic Reproach,Omens of the Third Age,foil,OMN052,no-counterpart
tcgplayer,Path of Same Ends (Red),Omens of the Third Age,foil,OMN065,no-counterpart
tcgplayer,Path of Same Ends (Yellow),Omens of the Third Age,foil,OMN066,no-counterpart
tcgplayer,Path of Same Ends (Blue),Omens of the Third Age,foil,OMN067,no-counterpart
tcgplayer,Caress of the Reaper,Omens of the Third Age,foil,OMN087,no-counterpart
tcgplayer,Arcanic Cunning (Red),Omens of the Third Age,foil,OMN088,no-counterpart
tcgplayer,Arcanic Cunning (Yellow),Omens of the Third Age,foil,OMN089,no-counterpart
tcgplayer,Arcanic Cunning (Blue),Omens of the Third Age,foil,OMN090,no-counterpart
tcgplayer,Astral Bridge,Omens of the Third Age,foil,OMN098,no-counterpart
tcgplayer,Plutonic Starplate,Omens of the Third Age,foil,OMN141,no-counterpart
tcgplayer,Voltaris (Blue),Omens of the Third Age,foil,OMN000,no-counterpart
tcgplayer,Holo Shield (Red),Omens of the Third Age,foil,OMN030,no-counterpart
tcgplayer,Holo Shield (Yellow),Omens of the Third Age,foil,OMN031,no-counterpart
tcgplayer,Holo Shield (Blue),Omens of the Third Age,foil,OMN032,no-counterpart
tcgplayer,Nebulus Cycle (Yellow),Omens of the Third Age,normal,OMN035,no-counterpart
tcgplayer,Nourishing Glow (Blue),Omens of the Third Age,normal,OMN038,no-counterpart
tcgplayer,Fingers Of Fragmentation,Omens of the Third Age,foil,OMN039,no-counterpart
tcgplayer,Erode Authority (Red),Omens of the Third Age,foil,OMN044,no-counterpart
tcgplayer,Erode Authority (Yellow),Omens of the Third Age,foil,OMN045,no-counterpart
tcgplayer,Erode Authority (Blue),Omens of the Third Age,foil,OMN046,no-counterpart
tcgplayer,Snap Fingers,Omens of the Third Age,foil,OMN050,no-counterpart
tcgplayer,Electryn Mindmeld (Yellow),Omens of the Third Age,normal,OMN054,no-counterpart
tcgplayer,Electryn Mindmeld (Yellow),Omens of the Third Age,foil,OMN054,no-counterpart
tcgplayer,Stinging Sprite (Red),Omens of the Third Age,foil,OMN056,no-counterpart
tcgplayer,Stinging Sprite (Yellow),Omens of the Third Age,foil,OMN057,no-counterpart
tcgplayer,Stinging Sprite (Blue),Omens of the Third Age,foil,OMN058,no-counterpart
tcgplayer,Destructive Fleetfoot (Red),Omens of the Third Age,foil,OMN062,no-counterpart
tcgplayer,Destructive Fleetfoot (Yellow),Omens of the Third Age,foil,OMN063,no-counterpart
tcgplayer,Destructive Fleetfoot (Blue),Omens of the Third Age,foil,OMN064,no-counterpart
tcgplayer,Rush Of Power (Red),Omens of the Third Age,foil,OMN068,no-counterpart
tcgplayer,Rush Of Power (Yellow),Omens of the Third Age,foil,OMN069,no-counterpart
tcgplayer,Rush Of Power (Blue),Omens of the Third Age,foil,OMN070,no-counterpart
tcgplayer,Singeing Flowstride (Red),Omens of the Third Age,foil,OMN071,no-counterpart
tcgplayer,Singeing Flowstride (Yellow),Omens of the Third Age,foil,OMN072,no-counterpart
tcgplayer,Singeing Flowstride (Blue),Omens of the Third Age,foil,OMN073,no-counterpart
tcgplayer,Stunning Swipe (Red),Omens of the Third Age,foil,OMN074,no-counterpart
tcgplayer,Stunning Swipe (Yellow),Omens of the Third Age,foil,OMN075,no-counterpart
tcgplayer,Stunning Swipe (Blue),Omens of the Third Age,foil,OMN076,no-counterpart
tcgplayer,Electryn Joltstep (Red),Omens of the Third Age,foil,OMN080,no-counterpart
tcgplayer,Electryn Joltstep (Yellow),Omens of the Third Age,foil,OMN081,no-counterpart
tcgplayer,Electryn Joltstep (Blue),Omens of the Third Age,foil,OMN082,no-counterpart
tcgplayer,Quick Succession (Red),Omens of the Third Age,foil,OMN083,no-counterpart
tcgplayer,Quick Succession (Yellow),Omens of the Third Age,foil,OMN084,no-counterpart
tcgplayer,Quick Succession (Blue),Omens of the Third Age,foil,OMN085,no-counterpart
tcgplayer,Leech Memory (Red),Omens of the Third Age,normal,OMN091,no-counterpart
tcgplayer,Leech Memory (Red),Omens of the Third Age,foil,OMN091,no-counterpart
tcgplayer,Leech Renown (Red),Omens of the Third Age,foil,OMN092,no-counterpart
tcgplayer,Leech Renown (Red),Omens of the Third Age,normal,OMN092,no-counterpart
tcgplayer,Leech Vitality (Red),Omens of the Third Age,normal,OMN093,no-counterpart
tcgplayer,Leech Vitality (Red),Omens of the Third Age,foil,OMN093,no-counterpart
tcgplayer,"Oscilio, Scion Of The Third Age (Marvel)",Omens of the Third Age,foil,,no-counterpart
tcgplayer,Constella Waves,Omens of the Third Age,foil,OMN097,no-counterpart
tcgplayer,Flash Bolt (Red),Omens of the Third Age,foil,OMN106,no-counterpart
tcgplayer,Flash Bolt (Yellow),Omens of the Third Age,foil,OMN107,no-counterpart
tcgplayer,Flash Bolt (Blue),Omens of the Third Age,foil,OMN108,no-counterpart
tcgplayer,Comet Collision (Red),Omens of the Third Age,foil,OMN109,no-counterpart
tcgplayer,Comet Collision (Yellow),Omens of the Third Age,foil,OMN110,no-counterpart
tcgplayer,Comet Collision (Blue),Omens of the Third Age,foil,OMN111,no-counterpart
tcgplayer,Enion Surge (Red),Omens of the Third Age,foil,OMN112,no-counterpart
tcgplayer,Enion Surge (Yellow),Omens of the Third Age,foil,OMN113,no-counterpart
tcgplayer,Enion Surge (Blue),Omens of the Third Age,foil,OMN114,no-counterpart
tcgplayer,Lightning Overload (Red),Omens of the Third Age,foil,OMN115,no-counterpart
tcgplayer,Lightning Overload (Yellow),Omens of the Third Age,foil,OMN116,no-counterpart
tcgplayer,Lightning Overload (Blue),Omens of the Third Age,foil,OMN117,no-counterpart
tcgplayer,Meteoric Impact (Red),Omens of the Third Age,foil,OMN118,no-counterpart
tcgplayer,Meteoric Impact (Yellow),Omens of the Third Age,foil,OMN119,no-counterpart
tcgplayer,Meteoric Impact (Blue),Omens of the Third Age,foil,OMN120,no-counterpart
tcgplayer,Tap Lessons Past (Red),Omens of the Third Age,foil,OMN124,no-counterpart
tcgplayer,Tap Lessons Past (Yellow),Omens of the Third Age,foil,OMN125,no-counterpart
tcgplayer,Tap Lessons Past (Blue),Omens of the Third Age,foil,OMN126,no-counterpart
tcgplayer,Constella Contemplation (Yellow),Omens of the Third Age,normal,OMN130,no-counterpart
tcgplayer,Constella Contemplation (Yellow),Omens of the Third Age,foil,OMN130,no-counterpart
tcgplayer,Constella Flowslide (Yellow),Omens of the Third Age,normal,OMN131,no-counterpart
tcgplayer,Constella Flowslide (Yellow),Omens of the Third Age,foil,OMN131,no-counterpart
tcgplayer,Constella Uplift (Yellow),Omens of the Third Age,normal,OMN132,no-counterpart
tcgplayer,Constella Uplift (Yellow),Omens of the Third Age,foil,OMN132,no-counterpart
tcgplayer,Aethersling (Red),Omens of the Third Age,normal,OMN134,no-counterpart
tcgplayer,Aethersling (Red),Omens of the Third Age,foil,OMN134,no-counterpart
tcgplayer,Nucleus Aetherbolt (Red),Omens of the Third Age,foil,OMN135,no-counterpart
tcgplayer,Nucleus Aetherbolt (Red),Omens of the Third Age,normal,OMN135,no-counterpart
tcgplayer,Haven Veil (Red),Omens of the Third Age,foil,OMN137,no-counterpart
tcgplayer,Haven Veil (Yellow),Omens of the Third Age,foil,OMN138,no-counterpart
tcgplayer,Haven Veil (Blue),Omens of the Third Age,foil,OMN139,no-counterpart
tcgplayer,Constella Tiara,Omens of the Third Age,foil,OMN142,no-counterpart
tcgplayer,Starflow Robes,Omens of the Third Age,foil,OMN143,no-counterpart
tcgplayer,Laced Lightning,Omens of the Third Age,foil,OMN144,no-counterpart
tcgplayer,Flowshard Elemental (Red),Omens of the Third Age,foil,OMN149,no-counterpart
tcgplayer,Flowshard Elemental (Red),Omens of the Third Age,normal,OMN149,no-counterpart
tcgplayer,Lightning Form (Red),Omens of the Third Age,normal,OMN150,no-counterpart
tcgplayer,Visionary Of Orbits (Red),Omens of the Third Age,normal,OMN151,no-counterpart
tcgplayer,Visionary Of Orbits (Red),Omens of the Third Age,foil,OMN151,no-counterpart
tcgplayer,Flow Through (Blue),Omens of the Third Age,foil,OMN158,no-counterpart
tcgplayer,Flow Through (Blue),Omens of the Third Age,normal,OMN158,no-counterpart
tcgplayer,Livewire Press (Red),Omens of the Third Age,foil,OMN159,no-counterpart
tcgplayer,Livewire Press (Red),Omens of the Third Age,normal,OMN159,no-counterpart
tcgplayer,Astral Assault (Red),Omens of the Third Age,foil,OMN160,no-counterpart
tcgplayer,Astral Assault (Yellow),Omens of the Third Age,foil,OMN161,no-counterpart
tcgplayer,Astral Assault (Blue),Omens of the Third Age,foil,OMN162,no-counterpart
tcgplayer,Electrolyze (Red),Omens of the Third Age,foil,OMN163,no-counterpart
tcgplayer,Electrolyze (Yellow),Omens of the Third Age,foil,OMN164,no-counterpart
tcgplayer,Electrolyze (Blue),Omens of the Third Age,foil,OMN165,no-counterpart
tcgplayer,Flittering Spike (Red),Omens of the Third Age,foil,OMN166,no-counterpart
tcgplayer,Flittering Spike (Yellow),Omens of the Third Age,foil,OMN167,no-counterpart
tcgplayer,Flittering Spike (Blue),Omens of the Third Age,foil,OMN168,no-counterpart
tcgplayer,Glide Through Starlight (Red),Omens of the Third Age,foil,OMN169,no-counterpart
tcgplayer,Glide Through Starlight (Yellow),Omens of the Third Age,foil,OMN170,no-counterpart
tcgplayer,Glide Through Starlight (Blue),Omens of the Third Age,foil,OMN171,no-counterpart
tcgplayer,Stellar Glide (Red),Omens of the Third Age,foil,OMN175,no-counterpart
tcgplayer,Stellar Glide (Yellow),Omens of the Third Age,foil,OMN176,no-counterpart
tcgplayer,Stellar Glide (Blue),Omens of the Third Age,foil,OMN177,no-counterpart
tcgplayer,Volatile Fluxor (Red),Omens of the Third Age,foil,OMN178,no-counterpart
tcgplayer,Volatile Fluxor (Yellow),Omens of the Third Age,foil,OMN179,no-counterpart
tcgplayer,Volatile Fluxor (Blue),Omens of the Third Age,foil,OMN180,no-counterpart
tcgplayer,Flittering Forcefield (Red),Omens of the Third Age,foil,OMN181,no-counterpart
tcgplayer,Flittering Forcefield (Yellow),Omens of the Third Age,foil,OMN182,no-counterpart
tcgplayer,Flittering Forcefield (Blue),Omens of the Third Age,foil,OMN183,no-counterpart
tcgplayer,Calmveil Of Volthaven (Red),Omens of the Third Age,foil,OMN184,no-counterpart
tcgplayer,Calmveil Of Volthaven (Yellow),Omens of the Third Age,foil,OMN185,no-counterpart
tcgplayer,Calmveil Of Volthaven (Blue),Omens of the Third Age,foil,OMN186,no-counterpart
tcgplayer,Cosmic Flare (Red),Omens of the Third Age,foil,OMN187,no-counterpart
tcgplayer,Cosmic Flare (Red),Omens of the Third Age,normal,OMN187,no-counterpart
tcgplayer,Starworld Warning (Yellow),Omens of the Third Age,foil,OMN188,no-counterpart
tcgplayer,Starworld Warning (Yellow),Omens of the Third Age,normal,OMN188,no-counterpart
tcgplayer,Starlight Road (Blue),Omens of the Third Age,normal,OMN189,no-counterpart
tcgplayer,Starlight Road (Blue),Omens of the Third Age,foil,OMN189,no-counterpart
tcgplayer,Stormshard (Red),Omens of the Third Age,normal,OMN190,no-counterpart
tcgplayer,Stormshard (Red),Omens of the Third Age,foil,OMN190,no-counterpart
